run_id,temperature,rationality,consensus_reached,rounds_to_consensus,final_leading_margin,polarisation_start,polarisation_peak,polarisation_final,max_gridlock_span,gridlock_end_round,mean_switches_per_agent,run_outcome,winner_name
temp_0_10_rat_0_25_34_run_40_ehazbolatow,0.1,0.25,True,10,18,0.0010685221623597046,0.0028973540615569227,0.0028973540615569227,0,,65.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_30_run_31_ehazbolatow,0.1,0.25,True,11,18,0.0008060330948143496,0.003326567020259125,0.003326567020259125,0,,64.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_21_run_23_ehazbolatow,0.1,0.25,True,37,17,0.0016260451874204826,0.0029975692430041345,0.0029975692430041345,4,10.0,74.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_39_run_64_ehazbolatow,0.1,0.25,True,4,19,0.0010459684371300312,0.004280543664163978,0.004280543664163978,0,,59.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_37_run_61_ehazbolatow,0.1,0.25,True,19,16,0.0010240998404898742,0.0032587689316633662,0.0031569531655212106,0,,70.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_47_run_9_spoulain1,0.1,0.25,True,9,16,0.0013588085124059805,0.0028343249542458556,0.002517844001841134,0,,67.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_25_run_28_ehazbolatow,0.1,0.25,True,6,16,0.0014689284191608195,0.00223893490965123,0.0021497504033110627,0,,65.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_22_run_25_ehazbolatow,0.1,0.25,True,5,21,0.0013056497261718844,0.0014787005177342915,0.001282581314965988,0,,66.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_2_run_11_spoulain,0.1,0.25,True,16,18,0.0013745366653666975,0.0029056138156305406,0.0029056138156305406,0,,68.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_38_run_63_ehazbolatow,0.1,0.25,True,17,15,0.0011040927349587237,0.0028477692192924336,0.0028477692192924336,0,,76.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_40_run_65_ehazbolatow,0.1,0.25,True,15,15,0.0009052458080044604,0.002409265537822631,0.002409265537822631,3,13.0,72.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_8_run_15_spoulain,0.1,0.25,True,22,16,0.0012857324249245143,0.0031321125312842907,0.0031321125312842907,0,,77.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_46_run_8_spoulain1,0.1,0.25,True,5,16,0.001316336551529855,0.0015166936808002369,0.0014512931558224983,0,,65.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_48_run_9_spoulain,0.1,0.25,True,24,15,0.0015761510969542016,0.0025098272716890936,0.0025098272716890936,4,17.0,73.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_20_run_22_ehazbolatow,0.1,0.25,True,17,15,0.001385976633010291,0.0034017394591225845,0.0034017394591225845,0,,70.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_0_10_rat_0_25_45_run_84_spoulain,0.1,0.25,True,14,16,0.001050669976043536,0.002856455449470687,0.002856455449470687,0,,66.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_44_run_3_kverlaan,1.0,0.5,True,2,23,0.002763336544445722,0.008154720367025334,0.005406267103107944,0,,54.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_9_run_108_mbelkhatir,1.0,0.5,True,3,16,0.0007853551750829511,0.003328774239613938,0.001764101169842251,0,,65.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_49_run_5_kverlaan,1.0,0.5,True,9,31,0.0012424430708476682,0.0038151831077700878,0.0022564479448962883,0,,81.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_23_run_122_mbelkhatir,1.0,0.5,True,4,17,0.0017522016860567302,0.005730964333401456,0.0029729306820913417,0,,61.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_22_run_121_mbelkhatir,1.0,0.5,True,3,28,0.0011553492176142924,0.001727512406651181,0.001385432710773588,0,,68.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_45_run_3_mbelkhatir,1.0,0.5,True,12,18,0.003935439938005088,0.003935439938005088,0.0022725961699384613,0,,78.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_26_run_125_mbelkhatir,1.0,0.5,True,20,25,0.0010103872471517504,0.004938338577687659,0.002379055489664463,0,,102.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_42_run_38_kverlaan,1.0,0.5,True,18,31,0.004263832285827683,0.0045859632565065376,0.0045859632565065376,0,,112.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_27_run_126_mbelkhatir,1.0,0.5,True,10,17,0.002029922429761522,0.002672683603825616,0.002672683603825616,0,,69.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_40_run_36_kverlaan,1.0,0.5,True,33,15,0.001699432517511432,0.004705610778839929,0.004705610778839929,0,,121.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_24_run_123_mbelkhatir,1.0,0.5,True,4,18,0.00156871353266825,0.0038800907123899943,0.0011215638051905936,0,,71.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_37_run_33_kverlaan,1.0,0.5,True,4,29,0.0015460892692288027,0.004014266541270834,0.0016127473298259538,0,,72.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_33_run_2_kverlaan,1.0,0.5,True,12,25,0.0013191060652712075,0.003497306606744861,0.0026522005365512747,0,,76.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_39_run_35_kverlaan,1.0,0.5,True,4,23,0.0014156735358338262,0.003433753583428051,0.0020257081124089573,0,,67.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_48_run_4_kverlaan,1.0,0.5,True,4,40,0.0023891659746012378,0.0052180170059049754,0.0022751550114373277,0,,75.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_18_run_117_mbelkhatir,1.0,0.5,True,6,26,0.0020687626448063824,0.004868471873235337,0.0011516068376684419,0,,80.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_31_run_130_mbelkhatir,1.0,0.5,True,10,17,0.0038420452708315773,0.0038420452708315773,0.002926765799138456,0,,71.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_10_run_109_mbelkhatir,1.0,0.5,True,21,22,0.0016948653376117507,0.0035374959718706663,0.0016872114811936868,0,,127.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_43_run_39_kverlaan,1.0,0.5,True,9,23,0.001988719591150024,0.0048564480298621225,0.004243189579531748,0,,68.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_16_run_115_mbelkhatir,1.0,0.5,True,14,19,0.001294969750459459,0.004474668872612433,0.004474668872612433,0,,85.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_17_run_116_mbelkhatir,1.0,0.5,True,19,21,0.0016071747163494865,0.003135953935771561,0.003135953935771561,0,,90.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_36_run_32_kverlaan,1.0,0.5,True,6,18,0.0017412233044587513,0.003759972846484891,0.003125868888768866,0,,61.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_14_run_113_mbelkhatir,1.0,0.5,True,21,17,0.0013499223004200236,0.0039010456395918718,0.002295121656692462,0,,96.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_41_run_37_kverlaan,1.0,0.5,True,10,41,0.0018977418240067583,0.005336655102400357,0.002362045150651198,0,,89.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_28_run_127_mbelkhatir,1.0,0.5,True,4,30,0.0019393443537590912,0.005740091022839696,0.003386902545920086,0,,67.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_38_run_34_kverlaan,1.0,0.5,True,7,16,0.003250810434448659,0.003250810434448659,0.0028841795660466403,0,,63.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_35_run_31_kverlaan,1.0,0.5,True,6,23,0.001012849187436034,0.002353575967562195,0.002288305709676017,0,,72.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_5_run_104_mbelkhatir,1.0,0.5,True,28,20,0.0017207249399973318,0.0038688630197025154,0.0038688630197025154,0,,94.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_1_run_100_mbelkhatir,1.0,0.5,True,19,25,0.0014196084608973877,0.003383251423980284,0.002629799063698198,0,,97.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_13_run_112_mbelkhatir,1.0,0.5,True,13,20,0.0011481733944025403,0.0033578622647371438,0.0033578622647371438,0,,92.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_12_run_111_mbelkhatir,1.0,0.5,True,5,23,0.0013591661032327713,0.005898288073093482,0.005898288073093482,0,,62.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_46_run_40_kverlaan,1.0,0.5,True,5,16,0.0029235914900673132,0.0036359530049991256,0.0026254275060784453,0,,60.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_19_run_118_mbelkhatir,1.0,0.5,True,22,17,0.003196928869723375,0.0033993228226423975,0.001170858945929398,0,,106.0,CONSENSUS,Luis Antonio Gokim Tagle
temp_1_00_rat_0_50_21_run_120_mbelkhatir,1.0,0.5,True,13,19,0.0009196295208036917,0.0034942705358027336,0.0034942705358027336,0,,87.0,CONSENSUS,Luis Antonio Gokim Tagle
